protein1_id	protein2_id	gene1	gene2	sources	hpa_datasets	gold_record_count	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
P04150	P08235	NR3C1	NR3C2	BioGRID;CORUM		1	Reconstituted Complex;electrophoretic mobility shift assay	11154266;7993637		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	P09086	NR3C1	POU2F2	BioGRID		3	Reconstituted Complex	10480874;10490647;9584182		0	0		
P04150	P09429	NR3C1	HMGB1	BioGRID		1	Reconstituted Complex	9671457		0	0		
P04150	P0DMV8	NR3C1	HSPA1A	BioGRID;PDB		2	EM;Reconstituted Complex	12093808	7KW7	0	0		
P04150	P10588	NR3C1	NR2F6	BioGRID		1	Reconstituted Complex	10713182		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	P14859	NR3C1	POU2F1	BioGRID		4	Reconstituted Complex	10480874;10490647;11997177;9584182		0	0		
P04150	P16220	NR3C1	CREB1	BioGRID		1	Reconstituted Complex	8449898		0	0		
P04150	P17676	NR3C1	CEBPB	BioGRID		1	Reconstituted Complex	9817600		0	0		
P04150	P19338	NR3C1	NCL	BioGRID		1	Reconstituted Complex	11162542		0	0		
P04150	P19838	NR3C1	NFKB1	BioGRID		1	Reconstituted Complex	7823959		0	0		
P04150	P20226	NR3C1	TBP	BioGRID		1	Reconstituted Complex	9649342		0	0		
P04150	P20264	NR3C1	POU3F3	BioGRID		1	Reconstituted Complex	11997177		0	0		
P04150	P22736	NR3C1	NR4A1	CORUM		0	chromatin immunoprecipitation assay;coimmunoprecipitation;gst pull down;two hybrid	15591535		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	P24468	NR3C1	NR2F2	BioGRID		2	Reconstituted Complex	14739255		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	P28069	NR3C1	POU1F1	BioGRID		1	Reconstituted Complex	9426156		0	0		
P04150	P29375	NR3C1	KDM5A	BioGRID		1	Reconstituted Complex	11358960		0	0		
P04150	P40763	NR3C1	STAT3	BioGRID		1	Reconstituted Complex	14522952		0	0		
P04150	P43354	NR3C1	NR4A2	CORUM		0	coimmunoprecipitation;gst pull down	15591535		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	P49715	NR3C1	CEBPA	BioGRID		1	Reconstituted Complex	9817600		0	0		
P04150	P51532	NR3C1	SMARCA4	BioGRID		1	Reconstituted Complex	10688647		0	0		
P04150	P63104	NR3C1	YWHAZ	PDB		1	X-ray		6YMO;6YO8;6YOS;8A9G	0	0		
P04150	P84022	NR3C1	SMAD3	BioGRID		2	Reconstituted Complex	10518526;12902338		0	0		
P04150	Q00653	NR3C1	NFKB2	BioGRID		1	Reconstituted Complex	7823959		0	0		
P04150	Q00839	NR3C1	HNRNPU	CORUM		0	coimmunoprecipitation;fluorescence microscopy;ion exchange chromatography	9353307		0	0		
P04150	Q04206	NR3C1	RELA	BioGRID		2	Reconstituted Complex	10995388;7659084		0	0		
P04150	Q05516	NR3C1	ZBTB16	BioGRID		1	Reconstituted Complex	14521715		0	0		
P04150	Q13263	NR3C1	TRIM28	BioGRID		1	Reconstituted Complex	9742105		0	0		
P04150	Q13547	NR3C1	HDAC1	BioGRID		1	Reconstituted Complex	21127047		0	0		
P04150	Q13569	NR3C1	TDG	BioGRID		1	Reconstituted Complex	12874288		0	0		
P04150	Q14686	NR3C1	NCOA6	BioGRID;CORUM		2	Reconstituted Complex;two hybrid	10567404;10866662		0	0		
P04150	Q15596	NR3C1	NCOA2	BioGRID;CORUM;PDB		4	Co-crystal Structure;Reconstituted Complex;X-ray;gst pull down	11266503;12151000;15769988;9920895	1M2Z;1P93;3CLD;3E7C;3K22;3K23;4CSJ;4P6W;4P6X;4UDC;4UDD;5G3J;5G5W;5NFP;5NFT;6EL6;6EL7;6EL9;8VKZ	2	1	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF16279(Nuclear receptor coactivator 2/3, DUF4927)[pdb=2]	Q15596:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
P04150	Q15788	NR3C1	NCOA1	BioGRID;PDB		2	Reconstituted Complex;X-ray	11266503	3BQD	1	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62]	
P04150	Q8IXJ9	NR3C1	ASXL1	CORUM		0	coimmunoprecipitation;two hybrid	16606617		0	0		
P04150	Q92570	NR3C1	NR4A3	CORUM		0	gst pull down	15591535		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
P04150	Q92793	NR3C1	CREBBP	BioGRID		3	Reconstituted Complex	20018896;9649342		0	1		Q92793:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
P04150	Q96GM5	NR3C1	SMARCD1	BioGRID		1	Reconstituted Complex	12917342		0	0		
P04150	Q96T88	NR3C1	UHRF1	BioGRID		2	Reconstituted Complex	33844457		0	0		
P04150	Q9NYW8	NR3C1	RBAK	CORUM		0	affinity chromatography technology;two hybrid	14664718		0	0		
P04150	Q9UBC0	NR3C1	ONECUT1	BioGRID		1	Reconstituted Complex	10430878		0	0		
P04150	Q9UBK2	NR3C1	PPARGC1A	PDB		1	X-ray		7PRV;7PRW;7PRX	0	1		Q9UBK2:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
P04150	Q9UBN7	NR3C1	HDAC6	BioGRID		1	Reconstituted Complex	20018896		0	0		
P04150	Q9UER7	NR3C1	DAXX	BioGRID;CORUM		2	Reconstituted Complex;luminiscence technology;two hybrid	12595526;14978255;17081986		0	0		
P04150	Q9UJW3	NR3C1	DNMT3L	BioGRID		1	Reconstituted Complex	24952347		0	0		
P04150	Q9Y4B4	NR3C1	RAD54L2	BioGRID		1	Reconstituted Complex	19692572		0	0		
P04150	Q9Y618	NR3C1	NCOR2	CORUM		0	chromatin immunoprecipitation assay	28475868		0	0		
P04150	Q9Y6Q9	NR3C1	NCOA3	BioGRID		1	Reconstituted Complex	11266503		2	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF16279(Nuclear receptor coactivator 2/3, DUF4927)[pdb=2]	
P04198	P08047	MYCN	SP1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	21123453		0	0		
P04198	P61244	MYCN	MAX	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	3	Reconstituted Complex	10229200;1935896;2006410		1	0	PF00010(Myc-type, basic helix-loop-helix (bHLH) domain)--PF00010(Myc-type, basic helix-loop-helix (bHLH) domain)[pdb=92]	
P04198	P61964	MYCN	WDR5	BioGRID		1	Reconstituted Complex	26471359		0	0		
P04198	Q13105	MYCN	ZBTB17	BioGRID;Human Protein Atlas (HPA);IntAct	intact_biogrid	2	Reconstituted Complex;pull down	21123453;26766587		0	0		
P04198	Q13761	MYCN	RUNX3	BioGRID		2	Reconstituted Complex	23851507		0	0		
P04198	Q15910	MYCN	EZH2	BioGRID		1	Reconstituted Complex	23362253		0	0		
P04198	Q7Z6Z7	MYCN	HUWE1	BioGRID		1	Reconstituted Complex	18488021		0	0		
P04198	Q8TEK3	MYCN	DOT1L	BioGRID		1	Reconstituted Complex	28209620		0	0		
P04198	Q96EB6	MYCN	SIRT1	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex;coimmunoprecipitation	21698133		0	0		
P04198	Q99873	MYCN	PRMT1	BioGRID		1	Reconstituted Complex	27571165		0	0		
P04637	P05549	TP53	TFAP2A	BioGRID		2	Reconstituted Complex	12226108;16288208		0	0		
P04637	P06400	TP53	RB1	BioGRID		1	Reconstituted Complex	8083962		0	0		
P04637	P06748	TP53	NPM1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	3	Reconstituted Complex	12080348;15082766;16376884		0	0		
P04637	P08047	TP53	SP1	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	6	Reconstituted Complex;anti bait coimmunoprecipitation	11384995;12665570;15674334;15790310;19846904		0	0		
P04637	P09429	TP53	HMGB1	BioGRID;Human Protein Atlas (HPA);PDB	intact_biogrid	4	NMR;Reconstituted Complex	11106654;11748221	2LY4	0	0		
P04637	P09874	TP53	PARP1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	4	Far Western;Reconstituted Complex	12898523;14627987;9312059;9565608		0	0		
P04637	P10828	TP53	THRB	BioGRID		1	Reconstituted Complex	8633054		0	0		
P04637	P11388	TP53	TOP2A	BioGRID		1	Reconstituted Complex	10666337		0	0		
P04637	P14373	TP53	TRIM27	BioGRID		1	Reconstituted Complex	20972456		0	0		
P04637	P14618	TP53	PKM	BioGRID		1	Reconstituted Complex	27810895		0	0		
P04637	P15036	TP53	ETS2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	26331536		0	0		
P04637	P15884	TP53	TCF4	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P04637	P16220	TP53	CREB1	BioGRID		2	Reconstituted Complex	10848610		0	0		
P04637	P17096	TP53	HMGA1	BioGRID		2	Reconstituted Complex	33545070		0	0		
P04637	P17844	TP53	DDX5	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P04637	P18146	TP53	EGR1	BioGRID		1	Reconstituted Complex	11251186		0	0		
P04637	P18847	TP53	ATF3	BioGRID		6	Reconstituted Complex	11792711;15933712;24554706;31796886		0	0		
P04637	P19338	TP53	NCL	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Far Western;Reconstituted Complex	12138209;26238070		0	0		
P04637	P19544	TP53	WT1	BioGRID		1	Reconstituted Complex	9556563		0	0		
P04637	P20226	TP53	TBP	BioGRID		5	Reconstituted Complex	12379483;1465435;8083962;8395834;8405994		0	0		
P04637	P22736	TP53	NR4A1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex	17139261		0	0		
P04637	P23511	TP53	NFYA	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	15831478		0	0		
P04637	P25208	TP53	NFYB	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P04637	P25490	TP53	YY1	BioGRID		7	Reconstituted Complex	15210108;15295102;17353273;18026119;22440256		0	0		
P04637	P33981	TP53	TTK	BioGRID		1	Reconstituted Complex	19332559		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	P38398	TP53	BRCA1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	9	Reconstituted Complex	15571721;16677609;16969499;18501503;26140185;31073355;9582019;9926942		0	0		
P04637	P41235	TP53	HNF4A	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	11818510		0	0		
P04637	P46100	TP53	ATRX	BioGRID		1	Reconstituted Complex	12750285		0	0		
P04637	P49407	TP53	ARRB1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	21857681		0	0		
P04637	P49459	TP53	UBE2A	BioGRID		1	Reconstituted Complex	12640129		0	0		
P04637	P49848	TP53	TAF6	BioGRID		1	Reconstituted Complex	20096117		0	0		
P04637	P50613	TP53	CDK7	BioGRID		1	Reconstituted Complex	9315650		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	P50750	TP53	CDK9	BioGRID		2	Reconstituted Complex	16741955		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	P51532	TP53	SMARCA4	BioGRID		2	Reconstituted Complex	11950834;19448667		0	0		
P04637	P51587	TP53	BRCA2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex	20421506		0	0		
P04637	P52926	TP53	HMGA2	BioGRID		1	Reconstituted Complex	30175854		0	0		
P04637	P55209	TP53	NAP1L1	BioGRID		1	Reconstituted Complex	14966293		0	0		
P04637	P60510	TP53	PPP4C	BioGRID		1	Reconstituted Complex	9837938		0	0		
P04637	P61088	TP53	UBE2N	BioGRID		1	Reconstituted Complex	17000756		0	0		
P04637	P61964	TP53	WDR5	BioGRID		2	Reconstituted Complex	15960975;23870121		0	0		
P04637	P63104	TP53	YWHAZ	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	1	Reconstituted Complex	9620776		0	0		
P04637	P67809	TP53	YBX1	BioGRID		2	Reconstituted Complex	11175333;15136035		0	0		
P04637	P68400	TP53	CSNK2A1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	1	Reconstituted Complex	15358769		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	P84022	TP53	SMAD3	BioGRID		1	Reconstituted Complex	12732139		0	0		
P04637	P98177	TP53	FOXO4	BioGRID		2	Reconstituted Complex	34954873		0	0		
P04637	Q00535	TP53	CDK5	BioGRID		1	Reconstituted Complex	17591690		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	Q01094	TP53	E2F1	BioGRID		2	Reconstituted Complex	8557038		0	0		
P04637	Q01105	TP53	SET	BioGRID		2	Reconstituted Complex	21911363;27626385		0	0		
P04637	Q02447	TP53	SP3	BioGRID		1	Reconstituted Complex	15790310		0	0		
P04637	Q02880	TP53	TOP2B	BioGRID		1	Reconstituted Complex	10666337		0	0		
P04637	Q03164	TP53	KMT2A	BioGRID		1	Reconstituted Complex	15960975		0	0		
P04637	Q03468	TP53	ERCC6	BioGRID		2	Reconstituted Complex	10882116;7663514		0	0		
P04637	Q03701	TP53	CEBPZ	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	12534345		0	0		
P04637	Q06330	TP53	RBPJ	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	26302407		0	0		
P04637	Q06587	TP53	RING1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	29187402		0	0		
P04637	Q06609	TP53	RAD51	BioGRID		7	Reconstituted Complex	11002423;11948396;12750285;16600179;26140185;8617246;9380510		0	0		
P04637	Q06945	TP53	SOX4	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	19234109		0	0		
P04637	Q09472	TP53	EP300	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	intact_biogrid	18	Co-crystal Structure;NMR;Reconstituted Complex;coimmunoprecipitation	11782467;12138191;12499368;14612423;15186775;18391200;19217391;19218448;23307557;23796514;25753752;28131915;9652736;9809062	2K8F;2MZD	4	0	PF08563(p53, transactivation domain)--PF02135(Zinc finger, TAZ-type)[pdb=3] | PF08563(p53, transactivation domain)--PF09030(Nuclear receptor coactivator, CREB-bp-like, interlocking)[pdb=1] | PF18521(Cellular tumor antigen p53, transactivation domain 2)--PF02135(Zinc finger, TAZ-type)[pdb=4] | PF18521(Cellular tumor antigen p53, transactivation domain 2)--PF09030(Nuclear receptor coactivator, CREB-bp-like, interlocking)[pdb=1]	
P04637	Q12824	TP53	SMARCB1	BioGRID		2	Reconstituted Complex	11950834		0	0		
P04637	Q12888	TP53	TP53BP1	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	intact_biogrid	10	Co-crystal Structure;NMR;X-ray;Reconstituted Complex;x-ray crystallography	11877378;12110597;12351827;14978302;20307547;25651062;8016121	1GZH;1KZY;2MWO;2MWP;4X34;5ECG	0	0		
P04637	Q13315	TP53	ATM	BioGRID;PDB		6	EM;Reconstituted Complex	15064416;15159397;15713674;30089259;9843217	8OXM	0	0		
P04637	Q13330	TP53	MTA1	BioGRID		2	Reconstituted Complex	12920132;19837670		0	0		
P04637	Q13526	TP53	PIN1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	4	Reconstituted Complex	12388558;12397362;17906639;22011578		0	1		P04637:DOC_WW_Pin1_4--PF00397(WW domain)
P04637	Q13535	TP53	ATR	BioGRID		1	Reconstituted Complex	15159397		0	0		
P04637	Q13547	TP53	HDAC1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex	10777477;11099047		0	0		
P04637	Q13569	TP53	TDG	BioGRID		1	Reconstituted Complex	18951877		0	0		
P04637	Q14186	TP53	TFDP1	BioGRID		3	Reconstituted Complex	8557038;8816502		0	0		
P04637	Q15291	TP53	RBBP5	BioGRID		2	Reconstituted Complex	15960975;23870121		0	0		
P04637	Q15672	TP53	TWIST1	BioGRID;Human Protein Atlas (HPA);IntAct	intact_biogrid	4	Reconstituted Complex;pull down	18504427;22975381		0	0		
P04637	Q15788	TP53	NCOA1	BioGRID		1	Reconstituted Complex	10551785		0	0		
P04637	Q16594	TP53	TAF9	BioGRID		2	Reconstituted Complex	26282181;7761466		0	0		
P04637	Q16665	TP53	HIF1A	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	3	Reconstituted Complex	11707426;12124396;15629713		0	0		
P04637	Q3ZCX4	TP53	ZNF568	PDB		1	EM		8J8N	0	0		
P04637	Q5VTR2	TP53	RNF20	BioGRID		1	Reconstituted Complex	16337599		0	0		
P04637	Q66K89	TP53	E4F1	BioGRID		1	Reconstituted Complex	10644996		0	0		
P04637	Q6P2P2	TP53	PRMT9	IntAct		1	pull down	17098746		0	0		
P04637	Q6UXN9	TP53	WDR82	BioGRID		1	Reconstituted Complex	23870121		0	0		
P04637	Q6ZSB9	TP53	ZBTB49	BioGRID		1	Reconstituted Complex	28757384		0	0		
P04637	Q70CQ1	TP53	USP49	BioGRID		1	Reconstituted Complex	29748582		0	0		
P04637	Q7Z6Z7	TP53	HUWE1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	15989956		0	0		
P04637	Q86X55	TP53	CARM1	BioGRID		1	Reconstituted Complex	15186775		0	0		
P04637	Q8IZL8	TP53	PELP1	BioGRID		2	Reconstituted Complex	24786831;27626385		0	0		
P04637	Q8N680	TP53	ZBTB2	BioGRID		1	Reconstituted Complex	19380588		0	0		
P04637	Q8N9N5	TP53	BANP	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	19303885		0	0		
P04637	Q8TAQ5	TP53	ZNF420	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Reconstituted Complex	19377469		0	0		
P04637	Q8WTS6	TP53	SETD7	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	intact_biogrid	4	Co-crystal Structure;Reconstituted Complex;X-ray;x-ray crystallography	15525938;29384474	1XQH	0	0		
P04637	Q8WYK2	TP53	JDP2	BioGRID		1	Reconstituted Complex	31796886		0	0		
P04637	Q92754	TP53	TFAP2C	BioGRID		1	Reconstituted Complex	12226108		0	0		
P04637	Q92769	TP53	HDAC2	BioGRID		1	Reconstituted Complex	20190809		0	0		
P04637	Q92793	TP53	CREBBP	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	intact_biogrid	22	Co-crystal Structure;NMR;Reconstituted Complex;nuclear magnetic resonance	10400710;10473588;10551785;10848610;11782467;14722092;14759370;19220000;19357310;19880525;20961098;25451029;26976603;27618436;9194564;9288775	1JSP	4	0	PF08563(p53, transactivation domain)--PF02135(Zinc finger, TAZ-type)[pdb=3] | PF08563(p53, transactivation domain)--PF09030(Nuclear receptor coactivator, CREB-bp-like, interlocking)[pdb=1] | PF18521(Cellular tumor antigen p53, transactivation domain 2)--PF02135(Zinc finger, TAZ-type)[pdb=4] | PF18521(Cellular tumor antigen p53, transactivation domain 2)--PF09030(Nuclear receptor coactivator, CREB-bp-like, interlocking)[pdb=1]	
P04637	Q92794	TP53	KAT6A	BioGRID		1	Reconstituted Complex	19001415		0	0		
P04637	Q92831	TP53	KAT2B	BioGRID		3	Reconstituted Complex	10891493;12501250;9891054		0	0		
P04637	Q92993	TP53	KAT5	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P04637	Q93009	TP53	USP7	BioGRID;Human Protein Atlas (HPA);PDB	intact_biogrid	10	Co-crystal Structure;Reconstituted Complex;X-ray	16402859;16474402;17525743;20816748;26238070;31647545;37353627;37438558	2F1X;2FOJ	0	1		P04637:DOC_USP7_MATH_1--PF00917(MATH/TRAF domain)
P04637	Q96BR9	TP53	ZBTB8A	BioGRID		1	Reconstituted Complex	23329847		0	0		
P04637	Q96EB6	TP53	SIRT1	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	intact_biogrid	5	Reconstituted Complex;X-ray;anti bait coimmunoprecipitation	11672523;12006491;17964266;19680552;20167603	4ZZJ	0	0		
P04637	Q96KB5	TP53	PBK	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
P04637	Q96PU4	TP53	UHRF2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	2	Far Western;Reconstituted Complex	21952639		0	0		
P04637	Q96RL1	TP53	UIMC1	BioGRID		1	Reconstituted Complex	19433585		0	0		
P04637	Q96ST3	TP53	SIN3A	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	10521394		0	0		
P04637	Q96T88	TP53	UHRF1	BioGRID		2	Reconstituted Complex	26102039		0	0		
P04637	Q99728	TP53	BARD1	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF07710(p53, tetramerisation domain)--PF00023(Ankyrin repeat)[pdb=4]	
P04637	Q99873	TP53	PRMT1	BioGRID		1	Reconstituted Complex	15186775		0	0		
P04637	Q99986	TP53	VRK1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	24492002		0	3		P04637:MOD_CDK_SPxxK_3--PF00069(Protein kinase domain) | P04637:MOD_CK1_1--PF00069(Protein kinase domain) | P04637:MOD_GSK3_1--PF00069(Protein kinase domain)
P04637	Q9BQG0	TP53	MYBBP1A	BioGRID		1	Reconstituted Complex	21471221		0	0		
P04637	Q9BVI0	TP53	PHF20	BioGRID		1	Reconstituted Complex	22864287		0	0		
P04637	Q9BYM8	TP53	RBCK1	BioGRID		1	Reconstituted Complex	30874541		0	0		
P04637	Q9H0A0	TP53	NAT10	BioGRID		1	Reconstituted Complex	26882543		0	0		
P04637	Q9H3D4	TP53	TP63	Human Protein Atlas (HPA)	intact_biogrid	0				5	0	PF00870(p53, DNA-binding domain)--PF00870(p53, DNA-binding domain)[pdb=331] | PF00870(p53, DNA-binding domain)--PF07710(p53, tetramerisation domain)[pdb=22] | PF07710(p53, tetramerisation domain)--PF00870(p53, DNA-binding domain)[pdb=22] | PF07710(p53, tetramerisation domain)--PF07710(p53, tetramerisation domain)[pdb=255] | PF08563(p53, transactivation domain)--PF00870(p53, DNA-binding domain)[pdb=3]	
